,title,company,salary,summary,location,link
285,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
286,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
287,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
288,Senior Android Developer,Crimson Panda,,"Strong passion for best practice software development.
Able to nurture talent and delegate ownership to junior team members to help their development.",Remote,https://uk.indeed.com/rc/clk?jk=5554333ed1825242&fccid=1fc10225da74be0d&vjs=3
289,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
290,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
291,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
292,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
293,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
294,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
295,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
296,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
297,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
298,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
299,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
300,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
301,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
302,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
303,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
304,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
305,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
306,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
307,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
308,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
309,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
310,Senior Software Engineer,Reach,,"Mentor junior and mid-level engineers.
Support and develop software engineers by providing advice, coaching and educational opportunities.",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13SyAqdzzFRKCNLtXfPHJqNg4kY23OsIG1NIfI6XGzc1huL6csLBzOihQaxLV8K1h0Y_l6OiRg8wOlrS_FSAoytVJ07EN0BYyDdB1mWmFh-S_wTsm8ioidB5AC7RHSqgVlsjoMa3Bt95pQ8Uq_zY-viN_vFiSCRavSRh2YoB5sESk-p3IC1oxOXKNAl4_sXAX8K4sAZgyoe9Vt8aab9Ogx2gfma84kMVNgp3c_cS9MRFkLqX5ekN_m-vl2FE09ixqVmLIE_vQ8mNX_53WgzvMLC-roamJ-eMlKOnuFd-3OwGSL1cEDttz_vH7TW51ddE5R-BWYNsrv1mlCpsIaNfFVvzPuUYf34gYR5e23wvbTbEoy9iCSz7uq9eRbAJIImxE2j_Hd9qMJaOV-k4rGTvvqAFj4cB8stdJFTxTA-F2yJY-IQyCaVOk0wqrsdCkaEluIuthchgjjmWC__Gc6taj_syzOQUD56ziyGWwzgOm8evgNP_J0sQo13xeJjvYGKdDdCRKHqsjPufZ6i0asJV8i1pWgT74oLq9m9YFsQCJ3v1E9PV6cTdgT00NcM84bGhdQ5xEeEi5AlVJrB9tPIzFMC6QAsH0UyHmhyXJsvrje1lGzgs3adG0DIP3VbcuR173N-KD37X5wrZM1TtzaZEDO4bQ084q09d-xU1crf2_erFlG0NHfQx58Oh-xpRPRCY0WbWCsXpjFxRMWsOL0Rtfp06XShOb5A2JmdtBI4z-xM4Zez_Gv6ezM6ThcF2UcuirBKbGTIcvMY5gHhAb0Tb7MGanBjcIwHnYdw7ZF0hvXZb1TPwti5QCL4G21LYSVW7JAkv-Se2XbIAH4NAuA1Xo321tw8n_ftp9JTzedbXGq8Te22kDTsAfaz2sq6_puM9hQPZ1h88HVPkfMhqy3Z6-3F81CcaJ-V4vLM=&p=7&fvj=0&vjs=3
311,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
312,Software Engineers,Exizent,,"NET 6.0, React, JavaScript, TypeScript, MongoDB, SQL or MySQL, Python, CSS, Cypress, AWS (Lambda, Cloudformation, DocumentDB, MySQL RDS, Cloudwatch, Fargate),…",Temporarily Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13Taknka4ZbWkud1yj3mPx8iIeDWBWee3iW5ua9AlkwpuLUYsgNRDB9tpJlkmuY-0fqsY2Q9fmAKfBjZI-cc2WTa9nPnBWcQciu2nwHdnrlLFiN5Ky_DcZ1b-REonwS6aB_I5eSjTrTqcMcna2A-NLAxVQ45K6MkOJsRGeyZQVSNEPdVqAnJACCawv3e7eiJM_PdOhL3Bdm6-l5r0o8FGzLnHtQRbzT-U6jyDexHeJYepiocN77ik5ZnTs6uCsjKveQ0w55vUKUQlPClsJF4F9BlBI1wKykIdTXRIjVIq5p6Bh8J3ziuFAr0M_NKfC8ATbg-0NSghSqEWx5R0Y3ndcf2FoUbMYpHRCAxGDL_FXWxG6UEXQEQAxmN6F_hkdKDQtYkx6N7b6cFZQ5VqjXBlFh4_mHnHRBRd1IjxA8PtVw7AmGmEjXRQ2R2NLAjbBNbo3Zn45yL8PR_3n81M34o1Uh12wI20xpTQx9LVnfNxPWkrSUhEDA585f-iAnEgVoSUf-DLqIb5iNXSoOqhpgIYQrFlCEb6vTNse6vHAsNgXAbPF4ML3KhmBqx_PBokgn3BKOxyZqo6-o2vAkuIBft3Y5kktGZR89UmeV3Uxf71vmB0ItxPvhk6Rv9vN3t5ZZWcpH0CG0CNzuzxpR3S7JC3QHBPCJIRpVy-gRYP7w21SZ-pGfXY9O3cSDrB8-4QpwafhdSAc-S5q1p53_n2Q05NsvyXWwCjXYe2XtBMdo5wMwr3izmCjPI1Ib2x6qc2QBmbaPdFymcNjpAGftmUtSRQTVIPaxTeGnKAxFdo66sUUpx5z8oXY9WU6LJrHvkKMBJi73ckUtt6pwOi3cxeuWnu51B_t0Dw6YSJSccOqow4Um0Aw9Vv256I88Bk7aMTh7ZTTpvp89eAig5FTBXmuvrXNtt&p=9&fvj=0&vjs=3
313,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
314,Lead Full Stack Developer,CGI,,"Manage, coach and develop junior members of the team and the wider community.
You will be responsible for the development and enhancements of both existing and…",United Kingdom,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwNYbbrIiFUY_bK9miBApsy6K8R1m3kdl51aZE2TVIF8cQeCw2Kf64vF0-18Dds1VRdLbRzGEAQHJbCT_Dg6CgaSl8yKp6ed_KxDE5vJ63tHRtbVXaVvm_RQtruV7melCKzpyOfa06L2mCG1rdt6YKVcmvYwLzRIX-1eY21oRfV39ILyvQDognUnIFIF0oRMzm4lw2abh_2DOve6cZv-OgO9iJ7qwRQHmpEWFUMSiCP9XpgK2s-CY00C5AbTRSatzqOk5IKoFrvfvMZkPNNkQvelcESWasEZmmLZtpknJ5VpwrE5hxuzD9KSobbO-sssNHBXfbKAsvLqO7ypY-X62ynRvHJnKOrj34JdBlQYKPKxliVlXiI_nPS9GJh3P1HII9GMkvz6JODXFNfFvNHttqE6wiSCbjsEBQHbPC8UVns_BBIa1InUw2cn8e_UXcAT0wTR0CfGlPqDP1k03NqSvp_J1gIzqQK2559hinum66jfPCSIrBxVtMe9TzpXaqp9U=&p=11&fvj=1&vjs=3
315,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
316,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
317,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
318,Senior SAP Core Insurance Architect: Policy Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=b496ed30f2c88532&fccid=0d6aec866fba2ad5&vjs=3
319,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
320,Senior ReactJS Engineer,MyBuilder,,"Design, architect, and build large and complex react applications.
Work with product and design to understand functional requirement and overall user experience…",Temporarily Remote,https://uk.indeed.com/rc/clk?jk=a3c988a11ff15e0b&fccid=5b12060045d1cae5&vjs=3
321,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
322,Software Engineer,Bupa Dental Care,,You will have an in-depth understanding of software development best practices and knowledge of the tools needed to debug and diagnose issues in any type of…,Remote in United Kingdom,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9xM1ze1CK1QBouVglxzlBnoBPYpS9ek0P1vdZwoyENX4TH4ATiBr2ew3SdhVihFnu-cFhyOYyhtS6HGWDHS4Rgcnx-MsFbP8ivzUtQYbv0qFUOmhKT2VVewfyTC9hsShI6ghDYlkbUVyz89fhbYg6Mpb7PHokoLjPx1fehKk1MMZZA61KRWT_jMhX_5gVMg0p8MHIuAEsK-X_taLrns3L8tKiJ6QwEJDESB8whmmuPlwh5GN_FlxyvPMEmdIwO3qB7PGjgMW9C4IdRPVU-Dpiq_39FJklXnymWQmNTG_igrMwGdxnQx-duKPu4OQzrKe78_4B5wQHRnEX1VyoRqh16pBnb9miP1RNN3kUyRvmieCGsWBCER1gQSLP0NO5C8LGWo44oocUfnddVDk89a0r0mMGg2syp6905hbJB0dLYkv5Zs-4wk3RhsC8WbFXpYEvIrK8h-mp8Gu1xURmV_k3aoQsT8CB3AlFSvNoIgBII29Fhj_-y224uQzIpfOYRwj7QimJSOHYDRHAWzQdwRxIEuNA2QA-Z1NCkHD1KGn7XP_oVzl2vNtgy990J9Hq2MpWsc3NwDqqVg==&p=4&fvj=0&vjs=3
323,Senior React Developer,Luxus Worldwide,,"Familiarity with the principles of Agile software development.
Mentor junior developers and ensure they become good team members with good communication and…",Remote,https://uk.indeed.com/rc/clk?jk=a61c1e97aa1fee07&fccid=d0361cbc2124a094&vjs=3
324,"Mid-level Full Stack Engineer (React / Node.js) (Remote, US...",Novata,,"Coach and mentor junior team members and help them to develop and improve their skills and abilities.
Work closely with other engineers to architect and…",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13QPd5Oj-0BvcZIg6nvX4EZCNl5XerrDzK_K8pZ1WwD91qWusuhoLG7635Siw1pPXW_ywRtVgiCuLiyeVyJtzIRuMh6MbMnf1JyPOinpHkqDxxLwVV0CMcxb_0-sRk-6OyzE7dXohKL-F7M7KVe4RUwlh1iq4tcMshRKN9tsukvtQF_MGAqsA9u6nw72wLyP-mCeR2UcgAcNMq3c6mz_B-BkzSV7qhXc9guedZFRIqf2Kbl9SI1zLcQjSlJ2xxNDHvLxxkBCH0im_LWILzrWH0_B_l6yquVPTiapGWhJqyv--3E_ifjx83bkwwaIKf3lwJCFmcIyDYxe0z1iHrA4Zl8snTIFz9BfCNJ5hfUdhwa2drc_io50siO0at4gDoMwlZABpZwPEcRPoy1aW6ICxYKEwF_foFRSUM-mkqm06nLjQn0bPX_B_jzFIvTG_Gzj70jM3dbKngDVUGjNSuEyOnShshD_q7z0IpyDqh0f5GAMjjWUfsRFQkgiEKFVpFmEBumQGTxeYRstAhvb6ctXwRu-k1zMIqEjnaL5t6HedHKL7kSwVkKZqPDREDt3uk_tBpY0USsz1ohmo0jd6crei_CgF7zBJbqn7d6jR2wYKSeWd_wm9HbtRx2XMsewCEWZKP50zOREFKOS4w1A3chU0Se3ssFkklF8CkVGHPuDfUe3m5jEVnmj7tX6TWl1WL__0W5KOiq3TFkNfD3vsEAqmhCTSBHxUOyUuzjzjkldORLClzEIGMEt9vCliuoxUYlYhwGzbZtjIbg-BmEY1uozDEikUALFAS8WQYW5M3lHiWoI0oeY0sxauk-AHpbSGq0qUZURBoyPnhoTMF5V2Kk5OiuktNDs8BNHs_fJTCfV323i3y1-rZ7egOShL3nJd4kIbfpIU6spq7GJFuP7Vdh0WbH90ZYEfR1ARj2MH7iMYz7k0Cy_uMUOF8PxlqnZFkrYILHxqgBo1wysfjdGfGg-DtpMtWDi0K9wDWzVYwytvOkUKc0MeUFM0yjh&p=6&fvj=0&vjs=3
325,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
326,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
327,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
328,Senior Datawarehouse Engineer,Holland and Barrett,,"Help and mentor more junior colleagues.
You will be responsible for building and scaling data environment.
You will be part of the broader H&B Data & Analytics…",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEjDkpeVLIPLL8Mf5PF1_B9nwdQ6HfkhqSFBPWyeHuzqUQothnxKnE57t7aMIn60e0_e53bqmyAirtqdbTlzw7GBl03IJYVbf01PQIme4x96O03cJog6o0QSTSJ9Z6H4EhW164ZyhBfLzgaERm_XtLUG1I2HMmZpQmPemtUuOyaFFCIWfCk5ysftcOM5YmUyxvT1yyJ3ZTVv3NI8gPda3k0tqrXTtaN8XnlGgaaZc39c0VHRuCqPB3iW5m36SPAigP7ZCus4yvGyzcl7Lb-s86nwgbDCvXGk6Y5yaY8uptKpc0OSnaRAOvBPgHrA4iv2a4i7nIsHY_0UQ9pYsYVjE8F0nxJBuZhmWcyAlhR3-_QpzSfYoSwpMXvAVovb5Gonro9xFVBcRiSr65r0sBVrzcUBhT8nnDrdMpGV3yt8n1niv_hXDywQOgZrdHMsqdI95vPy2cc61GjJgtbu308IoK8H5aLsuRxLDHFw8SoT-k-BqxePDuZpghrF7oBG2K5XKp3VyV5JSwwqA7A-4w_EgHGpGJaVGeqQ-zsu75FXgHeQfp6MlFawSGvT-_AsXjwjznk1OyWPKdQbjK9Xnh7ilBUMiHFDLdmsx7fAlImgXFUXudlsfSpcTuUT_4fE0Wlg9cGbty5QIlqe53I5fJxrLE7-yuJCUa0kWqv09--jFiMxwnJFiXw3T18_C-lYt5soJzabGdFjk349L95KuhHqcZXEQcbvP91Z_VuHb5Vif8eRne37bM9_UBtSxw5lZz1u8UqK4JmHYBTHANYcXzzfm0sCFa8yu3VaDLzZ4Q_eyHETuQir1rK5J2g4KHwoSxSZQnoLNvFyAn02RfaXUBjlKGTZMgvFuFK13IoLul1mnfjOtNn7uHeMlT3xxIer-SmDTeo3jvjlTqvfv2L18K41bhOYjyPCvrZ4HTU99BetrwXojCal_koRbitv7cahzFUKMOBDqqvkiTNwY=&p=10&fvj=0&vjs=3
329,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
330,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
331,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
332,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
